id,source_numeric_id,chinese_name,pinyin,english_name
SMTS01674,1674,肢体胸痛,Zhi Ti Xiong Tong,chest pain in limbs
SMTS01676,1676,痔疮出血,Zhi Chuang Chu Xie,Hemorrhoids Bleeding
SMTS01677,1677,痔疮痛,Zhi Chuang Tong,Hemorrhoid Pain
SMTS01678,1678,痔疮肿,Zhi Chuang Zhong,swollen hemorrhoids
SMTS01679,1679,痔疮肿痛,Zhi Chuang Zhong Tong,hemorrhoid swelling and pain
SMTS01680,1680,痔血,Zhi Xie,hemorrhoids
SMTS01681,1681,痔肿,Zhi Zhong,hemorrhoids
SMTS01683,1683,中风,Zhong Feng,Stroke
SMTS01684,1684,中风后遗症,Zhong Feng Hou Yi Zheng,sequelae of stroke
SMTS01685,1685,中暑,Zhong Shu,Heat Stroke
SMTS01686,1686,肿毒,Zhong Du,swelling and poisoning
SMTS01687,1687,肿痛,Zhong Tong,swelling and pain
SMTS01688,1688,肿痛羞明,Zhong Tong Xiu Ming,"swelling, pain, and shyness"
SMTS01689,1689,肿硬作痛,Zhong Ying Zuo Tong,"swelling, hardness and pain"
SMTS01690,1690,肿胀,Zhong Zhang,swelling
SMTS01691,1691,肿胀麻木,Zhong Zhang Ma Mu,swelling and numbness
SMTS01693,1693,周身乏力,Zhou Shen Fa Li,general fatigue
SMTS01695,1695,转筋挛痛,Zhuan Jin Luan Tong,Spasticity pain
SMTS01696,1696,壮热,Zhuang Re,strong fever
SMTS01697,1697,灼热,Zhuo Re,burning
SMTS01698,1698,灼痛,Zhuo Tong,burning pain
SMTS01699,1699,浊涕,Zhuo Ti,turbid nasal discharge
SMTS01700,1700,浊涕臭气,Zhuo Ti Chou Qi,turbid nasal discharge and odor
SMTS01701,1701,子烦,Zi Fan,Trouble
SMTS01702,1702,子宫出血,Zi Gong Chu Xie,uterine bleeding
SMTS01703,1703,子宫功能性出血,Zi Gong Gong Neng Xing Chu Xie,functional uterine bleeding
SMTS01704,1704,子宫脱垂,Zi Gong Tuo Chui,uterine prolapse
SMTS01705,1705,子痫抽搐,Zi Xian Chou Chu,eclamptic convulsions
SMTS01706,1706,紫斑,Zi Ban,Purpura
SMTS01707,1707,自汗,Zi Han,spontaneous sweating
SMTS01708,1708,足抽搐,Zu Chou Chu,foot twitching
SMTS01709,1709,足跟疼痛,Zu Gen Teng Tong,Heel Pain
SMTS01710,1710,足胫红肿热痛,Zu Jing Hong Zhong Re Tong,"redness, swelling, heat and pain in the shins"
SMTS01711,1711,足拘挛,Zu Ju Luan,foot spasm
SMTS01712,1712,足冷,Zu Leng,cold feet
SMTS01713,1713,足麻木,Zu Ma Mu,numbness of feet
SMTS01714,1714,足痿筋挛,Zu Wei Jin Luan,foot flaccidity and spasm
SMTS01715,1715,足膝红肿,Zu Xi Hong Zhong,redness and swelling of feet and knees
SMTS01716,1716,足膝红肿热痛,Zu Xi Hong Zhong Re Tong,"redness, swelling, heat and pain in the feet and knees"
SMTS01717,1717,足肿胀,Zu Zhong Zhang,swollen feet
SMTS01718,1718,下疳,Xia Gan,Chancre
SMTS01720,1720,不得平卧,Bu De Ping Wo,Do not lie down
SMTS01721,1721,不眠,Bu Mian,Insomnia
SMTS01722,1722,不语,Bu Yu,Silence
SMTS01725,1725,中恶昏迷,Zhong E Hun Mi,middle-evil coma
SMTS01727,1727,中风痰迷,Zhong Feng Tan Mi,Stroke and Phlegm Disorder
SMTS01728,1728,久不收口,Jiu Bu Shou Kou,Not closing the mouth for a long time
SMTS01730,1730,久溃不敛,Jiu Kui Bu Lian,Prolonged ulceration
SMTS01733,1733,乳痈肿痛,Ru Yong Zhong Tong,mastitis swelling and pain
SMTS01737,1737,乳蛾,Ru E,Milk Moth
SMTS01738,1738,乳闭,Ru Bi,Breast Atresia
SMTS01739,1739,二便不利,Er Bian Bu Li,Difficulty in defecation
SMTS01740,1740,二便不通,Er Bian Bu Tong,obstruction of bowel movements
SMTS01741,1741,亦气疼痛,Yi Qi Teng Tong,Qi pain
SMTS01745,1745,产后淤阻,Chan Hou Yu Zu,Postpartum congestion
SMTS01748,1748,产后瘀血,Chan Hou Yu Xie,postpartum blood stasis
SMTS01750,1750,产后瘀阻,Chan Hou Yu Zu,Postpartum blood stasis
SMTS01759,1759,体倦乏力,Ti Juan Fa Li,fatigue and fatigue
SMTS01761,1761,作喘,Zuo Chuan,asthma
SMTS01762,1762,便塘,Bian Tang,Bitter Pond
SMTS01763,1763,偏正头痛,Pian Zheng Tou Tong,migraine headache
SMTS01765,1765,关窍不通,Guan Qiao Bu Tong,Guan Qiao is blocked.
SMTS01766,1766,关节痿软,Guan Jie Wei Ruan,joint flaccidity
SMTS01767,1767,关节肿胀,Guan Jie Zhong Zhang,joint swelling
SMTS01768,1768,关节酸,Guan Jie Suan,joint acidity
SMTS01773,1773,劳伤腰痛,Lao Shang Yao Tong,Strain and low back pain
SMTS01774,1774,劳热,Lao Re,labor fever
SMTS01776,1776,历节风痛,Li Jie Feng Tong,wind pain during festivals
SMTS01780,1780,口㖞,Kou Wai,Mouth㖞
SMTS01781,1781,口眼㖞斜,Kou Yan Wai Xie,slanted mouth and eyes
SMTS01782,1782,口眼喝斜,Kou Yan He Xie,squinting in mouth and eyes
SMTS01784,1784,口蜗,Kou Gua,Oral cochlea
SMTS01786,1786,后重,Hou Zhong,backache
SMTS01789,1789,呕吐呃逆,Ou Tu E Ni,vomiting and hiccups
SMTS01790,1790,呕吐腹痛,Ou Tu Fu Tong,Vomiting and abdominal pain
SMTS01791,1791,呕哕,Ou Yue,vomiting
SMTS01793,1793,咯吐不出,Ge Tu Bu Chu,unable to vomit
SMTS01795,1795,咳嗽气喘,Ke Sou Qi Chuan,Cough and asthma
SMTS01796,1796,咳痰,Ke Tan,expectoration
SMTS01797,1797,咳逆,Ke Ni,Cough
SMTS01798,1798,咽喉干痛,Yan Hou Gan Tong,dry and painful throat
SMTS01800,1800,咽肿,Yan Zhong,pharyngeal swelling
SMTS01805,1805,噎膈,Ye Ge,choking and diaphragm
SMTS01807,1807,四肢抽搐,Si Zhi Chou Chu,twitching of limbs
SMTS01808,1808,四肢挛急疼痛,Si Zhi Luan Ji Teng Tong,Acute pain in limbs
SMTS01811,1811,声哑,Sheng Ya,hoarseness
SMTS01814,1814,外伤肿痛,Wai Shang Zhong Tong,"trauma, swelling and pain"
SMTS01816,1816,外感热病,Wai Gan Re Bing,exogenous fever
SMTS01818,1818,大头瘟疫,Da Tou Wen Yi,Big Head Plague
SMTS01819,1819,大汗,Da Han,profuse sweating
SMTS01820,1820,天疱疮,Tian Pao Chuang,Pemphigus
SMTS01822,1822,失血,Shi Xie,blood loss
SMTS01828,1828,奔豚,Ben Tun,Running Dolphin
SMTS01829,1829,妇人脏躁,Fu Ren Zang Zao,Women’s irritability
SMTS01833,1833,妊娠子痫,Ren Shen Zi Xian,Pregnancy Eclampsia
SMTS01837,1837,实热积滞便秘,Shi Re Ji Zhi Bian Mi,constipation due to excess heat accumulation
SMTS01838,1838,宫冷不孕,Gong Leng Bu Yun,cold uterus and infertility
SMTS01839,1839,寒湿呕逆,Han Shi Ou Ni,cold-dampness and vomiting
SMTS01840,1840,寒湿脚气,Han Shi Jiao Qi,cold-damp athlete’s foot
SMTS01842,1842,寒疝腹痛,Han Shan Fu Tong,cold hernia and abdominal pain
SMTS01843,1843,寒痹,Han Bi,Cold Bi
SMTS01844,1844,寒积便秘,Han Ji Bian Mi,constipation due to cold accumulation
SMTS01846,1846,小便淋漓,Xiao Bian Lin Li,dripping urine
SMTS01848,1848,小便短赤涩痛,Xiao Bian Duan Chi Se Tong,"short, red, astringent and painful urination"
SMTS01849,1849,小便艰涩,Xiao Bian Jian Se,Difficulty urinating
SMTS01850,1850,小便赤,Xiao Bian Chi,red urine
SMTS01853,1853,小儿急惊风,Xiao Er Ji Liang Feng,acute convulsions in children
SMTS01854,1854,小儿惊啼,Xiao Er Liang Ti,Children crying
SMTS01855,1855,小儿惊痫,Xiao Er Liang Xian,epilepsy in children
SMTS01856,1856,小儿惊风,Xiao Er Liang Feng,convulsions in children
SMTS01857,1857,小儿慢惊,Xiao Er Man Liang,Slow terror in children
SMTS01859,1859,小儿疳积,Xiao Er Gan Ji,infantile malnutrition
SMTS01860,1860,小儿痰热惊痫,Xiao Er Tan Re Liang Xian,phlegm-heat and epilepsy in children
SMTS01862,1862,少阴伏风头痛,Shao Yin Fu Feng Tou Tong,Shaoyin subdued wind headache
SMTS01863,1863,尿少涩痛,Niao Shao Se Tong,"oliguria, astringency and pain"
SMTS01864,1864,尿热涩痛,Niao Re Se Tong,hot and painful urination
SMTS01866,1866,尿闭,Niao Bi,anuria
SMTS01867,1867,崩中,Beng Zhong,collapse
SMTS01870,1870,带下色白,Dai Xia Se Bai,white vaginal discharge
SMTS01871,1871,带下色赤,Dai Xia Se Chi,vaginal discharge with red color
SMTS01872,1872,带下阴痒,Dai Xia Yin Yang,vaginal itching
SMTS01877,1877,庁肿,Ting Zhong,swelling
SMTS01879,1879,强中,Qiang Zhong,strong middle
SMTS01880,1880,心动悸,Xin Dong Ji,palpitations
SMTS01882,1882,心肾不交多梦,Xin Shen Bu Jiao Duo Meng,disharmony between the heart and kidneys and excessive dreams
SMTS01883,1883,心肾不交失眠,Xin Shen Bu Jiao Shi Mian,Insomnia due to disharmony between the heart and kidneys
SMTS01885,1885,心胸郁闷,Xin Xiong Yu Men,depression
SMTS01886,1886,心腹暴痛,Xin Fu Bao Tong,Severe pain in the heart and abdomen
SMTS01887,1887,心腹疼痛,Xin Fu Teng Tong,abdominal pain
SMTS01888,1888,心腹瘀痛,Xin Fu Yu Tong,blood stasis and pain in the heart and abdomen
SMTS01889,1889,忧郁,You Yu,Depression
SMTS01896,1896,恶露不尽,E Lu Bu Jin,endless lochia
SMTS01897,1897,恶露不行,E Lu Bu Xing,Lochia is not working
SMTS01898,1898,惊痛,Liang Tong,frightened pain
SMTS01909,1909,手足瘈疭,Shou Zu Ji Zong,Fistula on hands and feet
SMTS01910,1910,手足麻木,Shou Zu Ma Mu,numbness in hands and feet
SMTS01911,1911,扭挫伤痛,Niu Cuo Shang Tong,sprain and pain
SMTS01912,1912,拘挛,Ju Luan,spasm
SMTS01913,1913,挛急,Luan Ji,acute spasm
SMTS01914,1914,挛痛,Luan Tong,spasm pain
SMTS01918,1918,斑紫黑,Ban Zi Hei,purple and black spots
SMTS01919,1919,新久咳嗽,Xin Jiu Ke Sou,Xinjiu Cough
SMTS01920,1920,新咳,Xin Ke,New Cough
SMTS01922,1922,无痰,Wu Tan,No phlegm
SMTS01924,1924,早衰,Zao Shuai,premature aging
SMTS01925,1925,时疫,Shi Yi,Epidemic
SMTS01926,1926,时疫感冒,Shi Yi Gan Mao,Epidemic Cold
SMTS01927,1927,昏花,Hun Hua,dizziness
SMTS01929,1929,晐嗽,Gai Sou,cough
SMTS01930,1930,暑湿吐泻,Shu Shi Tu Xie,vomiting and diarrhea due to summer heat dampness
SMTS01938,1938,气喘痰多,Qi Chuan Tan Duo,Asthma and excessive phlegm
SMTS01943,1943,水肿胀满,Shui Zhong Zhang Man,edema and fullness
SMTS01944,1944,水肿胀满尿少,Shui Zhong Zhang Man Niao Shao,"edema, full urine, and oliguria"
SMTS01947,1947,泛酸,Fan Suan,pantothenic acid
SMTS01948,1948,泻痢后重,Xie Li Hou Zhong,severe diarrhea and diarrhea
SMTS01954,1954,淋巴结结核,Lin Ba Jie Jie He,lymph node tuberculosis
SMTS01956,1956,淋沥涩痛,Lin Li Se Tong,stranguria and astringent pain
SMTS01959,1959,温疫时毒,Wen Yi Shi Du,Poison during warm epidemic
SMTS01960,1960,温病,Wen Bing,febrile disease
SMTS01963,1963,湿热淋证,Shi Re Lin Zheng,Damp-heat stranguria syndrome
SMTS01964,1964,湿热疮满,Shi Re Chuang Man,Damp-heat sores
SMTS01968,1968,湿痹,Shi Bi,Dampness
SMTS01969,1969,湿痹病,Shi Bi Bing,dampness syndrome
SMTS01970,1970,溃疡,Kui Yang,Ulcer
SMTS01973,1973,澹语,Dan Yu,Danyu
SMTS01974,1974,火毒疮疡,Huo Du Chuang Yang,fire poisonous sores
SMTS01977,1977,烂喉丹痧,Lan Hou Dan Sha,Sore Throat and Dansha
SMTS01985,1985,热淋,Re Lin,hot stranguria
SMTS01988,1988,热痹,Re Bi,heat numbness
SMTS01989,1989,热证,Re Zheng,heat syndrome
SMTS01990,1990,焮肿,Xin Zhong,swelling
SMTS01991,1991,牙疳,Ya Gan,Teeth Crane
SMTS01992,1992,牙龈疼痛,Ya Ken Teng Tong,gum pain
SMTS01993,1993,牙龈肿痛出血,Ya Ken Zhong Tong Chu Xie,"swollen, painful and bleeding gums"
SMTS01995,1995,狂证,Kuang Zheng,Madness Syndrome
SMTS01998,1998,疔疮肿毒,Ding Chuang Zhong Du,"boils, swelling and poison"
SMTS01999,1999,疔肿,Ding Zhong,boils
SMTS02001,2001,疗毒,Liao Du,Healing Poison
SMTS02002,2002,疗疮,Liao Chuang,Treating Sores
SMTS02003,2003,疝气疼痛,Shan Qi Teng Tong,Hernia Pain
SMTS02015,2015,疮满,Chuang Man,Sores
SMTS02016,2016,疮疖,Chuang Jie,boils
SMTS02017,2017,疮疡初起,Chuang Yang Chu Qi,first onset of sores
SMTS02020,2020,疮疡肿毒,Chuang Yang Zhong Du,"sores, swelling and poison"
SMTS02021,2021,疮疳,Chuang Gan,Cancer
SMTS02023,2023,疮痈肿毒,Chuang Yong Zhong Du,"sores, carbuncles, swollen poison"
SMTS02026,2026,疹紫黑,Zhen Zi Hei,purple-black rash
SMTS02027,2027,疼痛麻木,Teng Tong Ma Mu,pain and numbness
SMTS02028,2028,病后虚热不退,Bing Hou Xu Re Bu Tui,Deficiency and heat that persists after illness
SMTS02033,2033,痈疮肿毒,Yong Chuang Zhong Du,"carbuncle, swelling and poison"
SMTS02034,2034,痈疽初起,Yong Ju Chu Qi,the beginning of carbuncle
SMTS02037,2037,痈疽脓成不溃,Yong Ju Nong Cheng Bu Kui,carbuncle with pus that does not ulcerate
SMTS02038,2038,痈肿疔疮,Yong Zhong Ding Chuang,carbuncle and furuncle
SMTS02039,2039,痈肿疮毒,Yong Zhong Chuang Du,carbuncle and sore
SMTS02040,2040,痈肿痰核,Yong Zhong Tan He,"carbuncle, phlegm core"
SMTS02042,2042,痈肿脓成不溃,Yong Zhong Nong Cheng Bu Kui,"carbuncle, pus, and abscess"
SMTS02044,2044,痔瘘,Zhi Lv,hemorrhoids and fistulas
SMTS02045,2045,痔肿出血,Zhi Zhong Chu Xie,hemorrhoids and bleeding
SMTS02046,2046,痞块,Pi Kuai,lumps
SMTS02049,2049,痤疮,Cuo Chuang,Acne
SMTS02050,2050,痧,Sha,Sha
SMTS02051,2051,痧胀腹痛吐泻,Sha Zhang Fu Tong Tu Xie,"Sha distension, abdominal pain, vomiting and diarrhea"
SMTS02053,2053,痰嗽,Tan Sou,phlegm and cough
SMTS02054,2054,痰核,Tan He,Phlegm Core
SMTS02055,2055,痰湿流注,Tan Shi Liu Zhu,phlegm and dampness flowing down
SMTS02056,2056,痰热咳嗽,Tan Re Ke Sou,Cough due to phlegm-heat
SMTS02060,2060,痱子,Fei Zi,prickly heat
SMTS02061,2061,痹疽,Bi Ju,gangrene
SMTS02064,2064,瘟疫,Wen Yi,Plague
SMTS02065,2065,瘰疠,Luo Li,scrofula
SMTS02067,2067,瘰痂,Luo Jia,scrofula
SMTS02069,2069,療疬,Liao Li,Treatment of boils
SMTS02070,2070,療痂,Liao Jia,treating scabs
SMTS02080,2080,癫证,Dian Zheng,epilepsy syndrome
SMTS02081,2081,癲狂,Dian Kuang,Madness
SMTS02085,2085,白带过多,Bai Dai Guo Duo,excessive leucorrhea
SMTS02094,2094,皮肤溃疡,Pi Fu Kui Yang,skin ulcers
SMTS02096,2096,皮肤顽癣,Pi Fu Wan Xian,skin tinea
SMTS02097,2097,目暗,Mu An,dark eyes
SMTS02098,2098,目涩痛,Mu Se Tong,sore eyes
SMTS02100,2100,目痛,Mu Tong,eye pain
SMTS02102,2102,目肿,Mu Zhong,swollen eyes
SMTS02104,2104,眩悸,Xuan Ji,dizziness and palpitations
SMTS02107,2107,睾丸肿痛,Gao Wan Zhong Tong,testicular swelling and pain
SMTS02109,2109,秃疮,Tu Chuang,Bald Sores
SMTS02110,2110,积聚,Ji Ju,Accumulation
SMTS02112,2112,筋伤骨折,Jin Shang Gu Zhe,tendon injuries and fractures
SMTS02113,2113,筋挛,Jin Luan,spasticity
SMTS02114,2114,筋骨折伤,Jin Gu Zhe Shang,tendon fractures and injuries
SMTS02117,2117,筋骨痪软,Jin Gu Huan Ruan,weak muscles and bones
SMTS02118,2118,筋骨痰软,Jin Gu Tan Ruan,Soft muscles and bones with phlegm
SMTS02120,2120,类风湿性关节炎,Lei Feng Shi Xing Guan Jie Yan,Rheumatoid Arthritis
SMTS02122,2122,红疹,Hong Zhen,rash
SMTS02125,2125,经多,Jing Duo,Menorrhagia
SMTS02131,2131,结胸,Jie Xiong,Chest knot
SMTS02132,2132,结胸痞满,Jie Xiong Pi Man,knotted chest and fullness
SMTS02133,2133,绝经期眩晕,Jue Jing Qi Xuan Yun,Menopausal Dizziness
SMTS02136,2136,缠身蛇丹,Chan Shen She Dan,Snake Pill
SMTS02138,2138,聘耳流脓,Pin Er Liu Nong,Ear discharge
SMTS02139,2139,聤耳,Ting Er,Yin Er
SMTS02141,2141,肉暗紫黑,Rou An Zi Hei,dark purple flesh
SMTS02142,2142,肝火眩晕,Gan Huo Xuan Yun,Liver fire dizziness
SMTS02147,2147,肝肾不足腰膝酸冷,Gan Shen Bu Zu Yao Xi Suan Leng,"Insufficiency of liver and kidney, soreness and coldness in waist and knees"
SMTS02149,2149,肝肾阴虚眩晕耳鸣,Gan Shen Yin Xu Xuan Yun Er Ming,"Liver and kidney yin deficiency, dizziness, tinnitus"
SMTS02150,2150,肝胃气痛,Gan Wei Qi Tong,Liver and stomach qi pain
SMTS02156,2156,肠痈,Chang Yong,intestinal carbuncle
SMTS02157,2157,肠痈肿痛,Chang Yong Zhong Tong,"intestinal abscess, swelling and pain"
SMTS02159,2159,肠风,Chang Feng,intestinal wind
SMTS02162,2162,肢体痿软,Zhi Ti Wei Ruan,weakness of limbs
SMTS02163,2163,肢体酸,Zhi Ti Suan,sore limbs
SMTS02164,2164,肢体重,Zhi Ti Zhong,heavy limbs
SMTS02166,2166,肩臂痛,Jian Bi Tong,shoulder and arm pain
SMTS02167,2167,肩臂酸,Jian Bi Suan,Shoulder and arm soreness
SMTS02168,2168,肩臂酸痛麻木,Jian Bi Suan Tong Ma Mu,shoulder and arm pain and numbness
SMTS02169,2169,肩臂麻木,Jian Bi Ma Mu,numbness of shoulders and arms
SMTS02171,2171,肺捞,Fei Lao,Feilao
SMTS02177,2177,肺痈吐脓,Fei Yong Tu Nong,lung abscess and vomiting pus
SMTS02179,2179,肺结核,Fei Jie He,Tuberculosis
SMTS02180,2180,肺结核咳嗽,Fei Jie He Ke Sou,Tuberculosis Cough
SMTS02183,2183,肾与小腹冷痛,Shen Yu Xiao Fu Leng Tong,Cold and pain in the kidneys and lower abdomen
SMTS02184,2184,肾冷痛,Shen Leng Tong,cold kidney pain
SMTS02193,2193,胀满疼痛,Zhang Man Teng Tong,fullness and pain
SMTS02194,2194,胃火牙痛,Wei Huo Ya Tong,stomach fire and toothache
SMTS02201,2201,胸痹刺痛,Xiong Bi Ci Tong,chest pain and tingling pain
SMTS02203,2203,胸腔积水,Xiong Qiang Ji Shui,pleural effusion
SMTS02205,2205,胸膈不舒,Xiong Ge Bu Shu,Chest and diaphragm discomfort
SMTS02206,2206,脉微,Mai Wei,weak pulse
SMTS02207,2207,脉结代,Mai Jie Dai,pulse knotting
SMTS02208,2208,脓水淋漓,Nong Shui Lin Li,dripping pus
SMTS02210,2210,脘痞吐泻,Guan Pi Tu Xie,"epigastrium, vomiting and diarrhea"
SMTS02211,2211,脘痞呕恶,Guan Pi Ou E,"epigastrium, vomiting and nausea"
SMTS02212,2212,脘腹挛急疼痛,Guan Fu Luan Ji Teng Tong,acute pain in the epigastrium and abdomen
SMTS02213,2213,脘腹痞满胀痛,Guan Fu Pi Man Zhang Tong,abdominal fullness and pain
SMTS02214,2214,脘腹胀满冷痛,Guan Fu Zhang Man Leng Tong,distension and cold pain in the epigastrium
SMTS02216,2216,脘腹虛痛,Guan Fu Xu Tong,epigastric and abdominal pain
SMTS02217,2217,脚气肿毒,Jiao Qi Zhong Du,Beriberi Toxin
SMTS02220,2220,脱力劳伤,Tuo Li Lao Shang,fatigue and fatigue
SMTS02221,2221,脾肾虚泻,Pi Shen Xu Xie,Spleen and kidney deficiency and diarrhea
SMTS02222,2222,脾虚泄泻,Pi Xu Xie Xie,Spleen deficiency and diarrhea
SMTS02223,2223,脾虚食少,Pi Xu Shi Shao,Spleen deficiency and lack of food
SMTS02225,2225,腰冷痛,Yao Leng Tong,cold pain in the waist
SMTS02226,2226,腰腿疼痛,Yao Tui Teng Tong,waist and leg pain
SMTS02229,2229,腰膝痿软,Yao Xi Wei Ruan,weak waist and knees
SMTS02230,2230,腰部沉重,Yao Bu Chen Zhong,heaviness in the waist
SMTS02231,2231,腰酸软,Yao Suan Ruan,Soreness and weakness of waist
SMTS02232,2232,腹中痞块,Fu Zhong Pi Kuai,abdominal mass
SMTS02233,2233,腹满,Fu Man,abdominal fullness
SMTS02235,2235,腹腔积水,Fu Qiang Ji Shui,hydroabdominal fluid
SMTS02236,2236,腿痛,Tui Tong,leg pain
SMTS02238,2238,膝关节沉重,Xi Guan Jie Chen Zhong,heavy knee joints
SMTS02239,2239,膝关节疼痛,Xi Guan Jie Teng Tong,Knee Pain
SMTS02240,2240,膝关节酸,Xi Guan Jie Suan,Knee joint soreness
SMTS02241,2241,膝冷痛,Xi Leng Tong,cold knee pain
SMTS02242,2242,膝痛,Xi Tong,Knee Pain
SMTS02243,2243,膝酸,Xi Suan,Knee Soreness
SMTS02244,2244,膝酸软,Xi Suan Ruan,Sore and weak knees
SMTS02245,2245,臁疮,Lian Chuang,ecthyma
SMTS02249,2249,萎黄,Wei Huang,chlorosis
SMTS02255,2255,蚀疮,Shi Chuang,Erosion
SMTS02267,2267,血淋涩痛,Xie Lin Se Tong,bloody and astringent pain
SMTS02269,2269,血热发斑,Xie Re Fa Ban,blood heat spots
SMTS02270,2270,血热发疹,Xie Re Fa Zhen,blood heat rash
SMTS02271,2271,血热吐血,Xie Re Tu Xie,blood heat and vomiting blood
SMTS02277,2277,血痢,Xie Li,bloody dysentery
SMTS02280,2280,赤白带下,Chi Bai Dai Xia,red and white discharge
SMTS02282,2282,足痿,Zu Wei,foot flaccidity
SMTS02283,2283,趺扑肿痛,Fu Pu Zhong Tong,swelling and pain
SMTS02284,2284,跌扑损伤,Die Pu Sun Shang,Fall injury
SMTS02285,2285,跌扑闪挫,Die Pu Shan Cuo,falling and falling
SMTS02289,2289,转筋,Zhuan Jin,tendon transfer
SMTS02290,2290,郁闷,Yu Men,Depression
SMTS02297,2297,闪腰,Shan Yao,flashing waist
SMTS02299,2299,阳毒发斑,Yang Du Fa Ban,spots caused by impotence
SMTS02300,2300,阳痪,Yang Huan,Yang paralysis
SMTS02301,2301,阳痿不孕,Yang Wei Bu Yun,impotence and infertility
SMTS02302,2302,阳瘘,Yang Lv,impotence
SMTS02303,2303,阳萎,Yang Wei,Impotence
SMTS02306,2306,阴虚劳嗽,Yin Xu Lao Sou,Yin deficiency and labor cough
SMTS02309,2309,院腹冷痛,Yuan Fu Leng Tong,cold and painful abdominal pain
SMTS02310,2310,院腹括闷,Yuan Fu Kuo Men,Abdominal tightness in hospital
SMTS02311,2311,雀目,Que Mu,Bird Eyes
SMTS02314,2314,青盲,Qing Mang,Blue Blindness
SMTS02315,2315,面目肌肤浮肿,Mian Mu Ji Fu Fu Zhong,puffy facial skin
SMTS02317,2317,风寒挟湿头痛,Feng Han Xie Shi Tou Tong,Headache due to wind-cold and dampness
SMTS02319,2319,风寒湿痹痛,Feng Han Shi Bi Tong,wind-cold-damp arthralgia
SMTS02320,2320,风水浮肿,Feng Shui Fu Zhong,Feng Shui edema
SMTS02322,2322,风湿关节痿软疼痛,Feng Shi Guan Jie Wei Ruan Teng Tong,rheumatic joint flaccidity and pain
SMTS02324,2324,风湿热痹,Feng Shi Re Bi,Rheumatism and heat paralysis
SMTS02326,2326,风湿痹病,Feng Shi Bi Bing,rheumatic paralysis
SMTS02327,2327,风湿肢体痿软疼痛,Feng Shi Zhi Ti Wei Ruan Teng Tong,"Rheumatism, weakness and pain in limbs"
SMTS02328,2328,风湿肩臂疼痛,Feng Shi Jian Bi Teng Tong,rheumatic shoulder and arm pain
SMTS02329,2329,风湿肿痛,Feng Shi Zhong Tong,"rheumatism, swelling and pain"
SMTS02330,2330,风湿顽痹,Feng Shi Wan Bi,Rheumatism and stubborn paralysis
SMTS02331,2331,风湿骨痛,Feng Shi Gu Tong,rheumatic bone pain
SMTS02334,2334,风热郁肺咽痛,Feng Re Yu Fei Yan Tong,"wind-heat, lung stagnation, sore throat"
SMTS02335,2335,风疹,Feng Zhen,Rubella
SMTS02337,2337,风痹,Feng Bi,Wind Bi
SMTS02338,2338,风痹病,Feng Bi Bing,Wind Bi disease
SMTS02340,2340,饮食不消,Yin Shi Bu Xiao,Insufficiency of diet
SMTS02341,2341,骨痛,Gu Tong,bone pain
SMTS02342,2342,骨蒸,Gu Zheng,bone steaming
SMTS02353,2353,麻痹,Ma Bi,Paralysis
SMTS02357,2357,黄水淋漓,Huang Shui Lin Li,dripping yellow water
SMTS02358,2358,黄水疮,Huang Shui Chuang,yellow water sores
SMTS02360,2360,黄疽,Huang Ju,jaundice
SMTS02361,2361,黄肿胀满,Huang Zhong Zhang Man,yellow swelling and fullness
SMTS02362,2362,黏稠难咯,Nian Chou Nan Ge,sticky and difficult
